,business_id,bet_eli,degree_eli,deg_cen_eli,clo_eli,cluster_eli,eigen_eli,k_core_eli,avg_n_d_eli,open_eli
1185,MbDVN4XV8c5PB8i4hgWP8g,0.000120084,598,0.223718668,0.56167262,0.687825975,0.020227445,411,876.7140468,TRUE
1186,buYJZhGLwn0rD-4tS1CGrg,7.87E-05,418,0.156378601,0.540436717,0.73226395,0.013928986,342,872.7751196,TRUE
1187,vM1ShAvOFLrF8K2WbAn_QA,2.82E-05,381,0.142536476,0.536531513,0.810332919,0.013389899,332,915.6351706,FALSE
1188,v8wc7kAeBCxKhlS1DA_uug,0.000110426,527,0.197156753,0.553416149,0.668927353,0.016954175,386,841.1878558,TRUE
1189,ATBm4rf72PMyjp6vuq58lg,0.000298767,619,0.231575009,0.563924051,0.568298383,0.018850584,402,795.3957997,TRUE
1190,poIYA9pJYGOxsCIyZwmPVw,0.000120814,614,0.229704452,0.563329821,0.665504727,0.020692677,411,873.3420195,TRUE
1191,S-B0LVP2shyyX5Fkhmx30A,0.001348606,1258,0.470632248,0.653066211,0.420337367,0.035634859,421,726.4610493,TRUE
1192,knQE2Bd6kyfnTRybhkuh_w,0.000291706,701,0.262252151,0.573851438,0.546700632,0.0215484,411,802.8815977,TRUE
1193,MYM6lumXwx9bhVY-YREgDA,0.000250546,743,0.277964834,0.579198267,0.577494168,0.023998862,414,836.1763122,TRUE
1194,ArxAsJCSrHL43hCWVyS-Fg,0.000392128,705,0.263748597,0.574468085,0.570188588,0.021993666,411,815.2411348,TRUE
1195,brmD0tup9CaPN8h3fm8x9A,0.000498085,922,0.344930789,0.602841678,0.579046166,0.030877071,507,843.6138829,TRUE
1196,7N-J7b-mntXGVEXsb49Gpg,5.84E-05,692,0.258885148,0.572622108,0.780702341,0.02626814,507,950.4913295,TRUE
1197,_FYQoe7HOV7_RIM_rnDssw,0.00017204,667,0.249532361,0.569936034,0.631859746,0.022015106,411,853.2158921,TRUE
1198,UvvUc4KzRLdT1A6EehFiUg,0.000109081,360,0.134680135,0.534386246,0.846812132,0.012761719,324,925.1527778,FALSE
1199,w8xIQQzq1B-DuH3aUR1Rtg,0.000391172,739,0.276468388,0.579198267,0.57701941,0.023230708,411,814.7740189,TRUE
1200,tXZ72EXYZh_v_2L8mNIxcQ,1.15E-05,346,0.129442574,0.532364071,0.883270503,0.012404844,316,934.9855491,FALSE
1201,rTGBHdz_oblpg5UQB3VY9g,0.000143109,513,0.191919192,0.551588939,0.674867507,0.017675285,403,896.3957115,TRUE
1202,M-GJEtqAIW6FKlBf2CHecw,1.46E-05,156,0.058361392,0.511285386,0.74681555,0.004676601,142,813.9038462,TRUE
1203,9AdpIYc0m2FlrVd8iZYt_Q,0,54,0.02020202,0.496286669,1,0.001825554,54,909.7592593,TRUE
1204,rdRbXnTBqXYWAgnrSxvXyg,0.001221103,983,0.36775159,0.611390668,0.453615745,0.028309206,421,744.6012208,TRUE
1205,fytNHpJ5Js9hkD_cQO8rBA,0.000139952,605,0.226337449,0.562381654,0.653095069,0.019313567,392,834.5785124,TRUE
1206,F4hEz6MuDwyvPhkxSIiCrw,0,54,0.02020202,0.496286669,1,0.001825554,54,909.7592593,FALSE
1207,yQNiT3CDHC5dRYgB2XX2uQ,2.63E-05,220,0.082304527,0.517221362,0.69750934,0.007122494,198,860.8909091,FALSE
1208,6whyMNnNdXAwxhAggY6wVw,1.70E-05,172,0.064347175,0.510601719,0.749218006,0.004989384,156,777.5930233,TRUE
1209,XSYFZzXFY5wKMiYCf3JNOw,0.00113541,1215,0.454545455,0.646276596,0.460749419,0.036441575,507,755.9325103,TRUE
1210,O00-JlnF0TtbYb3i7xQ_ZA,0.000118241,494,0.184811074,0.549321825,0.659680876,0.016032251,372,847.51417,TRUE
1211,DC4KDCCrScdImsJoCikkZQ,0.000339551,389,0.145529368,0.537935198,0.752868842,0.012187018,310,833.9151671,TRUE
1212,C8vTTjgcdzf73kZXsMeMVQ,8.95E-06,151,0.056490834,0.509628217,0.785077263,0.004831734,142,851.6092715,TRUE
1213,Tol1dkLb7Z05d-X5QhjjHw,2.46E-05,193,0.072203517,0.514335193,0.733106649,0.006149388,175,853.1243523,TRUE
1214,Bx3HdnM8X2Zzw9RBHITj2A,0.001979579,1364,0.510288066,0.670260782,0.413995348,0.038818699,507,718.611437,TRUE
1215,dQ11ZA2RFgEgG8_hFb-wCg,0.000175171,746,0.279087168,0.579826464,0.694812602,0.02678045,507,903.0080429,TRUE
1216,qIEHd90miWz7aAddUKjGuw,1.48E-07,55,0.020576132,0.49637883,0.971043771,0.001845638,54,902.9272727,FALSE
1217,CopASILskIXX_of0jJkM8w,0.000245529,564,0.210998878,0.557223265,0.603907638,0.017459204,378,809.391844,TRUE
1218,cB5AKPoXcZWCaO9NX9jpvw,2.36E-05,218,0.081556304,0.516122804,0.710184755,0.006513164,193,787.2981651,TRUE
1219,eU-10rPEhyJ00un0_fd1fQ,8.80E-05,366,0.136924804,0.533959249,0.61687252,0.011685565,295,843.5054645,TRUE
1220,#NAME?,4.29E-05,383,0.143284699,0.535028022,0.772326494,0.011522347,303,795.1827676,TRUE
1221,fCtJLhCiCNx6r_Ly9t6dCg,0.000368278,723,0.270482604,0.576077586,0.527526504,0.021836135,409,785.6058091,TRUE
1222,og4VyIeVy6dKTSHLhktnDQ,1.55E-05,189,0.070707071,0.512658228,0.744962288,0.005643743,169,782.2698413,TRUE
1223,zuJjXpfrYg9ntpc9_ntZMA,0.000187085,716,0.267863823,0.575705363,0.695530726,0.025705456,507,902.4539106,TRUE
1224,Hn_H4WACnwLDoZBBY3lc9Q,0.000401772,755,0.282454171,0.580456026,0.509947828,0.02201123,402,764.1139073,TRUE
1225,PGUxrA7l-ow4BdDe0DGrXQ,5.16E-05,582,0.217732884,0.559439096,0.850885131,0.022522323,507,968.814433,TRUE
1226,mGygxnAdEfmTxfJcAVmz7Q,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1227,#NAME?,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1228,kMXFP97-copDbFE5jimhiw,0.000339354,845,0.316124205,0.592157732,0.599598979,0.028315089,507,844.5857988,TRUE
1229,bKTIACzNC2Mx7uQXFC9y_Q,7.54E-05,336,0.125701459,0.52951664,0.617253021,0.010565617,277,827.610119,TRUE
1230,TH8fAgthGkpAHR5WZKnKTw,0.00089517,1062,0.397306397,0.622931718,0.455573483,0.030769787,421,743.4613936,TRUE
1231,vivmVfxNTEEPVCjKE0fCvQ,0.000196363,620,0.231949121,0.563567362,0.609588827,0.019060051,392,802.1935484,TRUE
1232,xdWxtoRpag86Wuz0sUVL5g,7.54E-05,342,0.127946128,0.531094774,0.621546535,0.010782677,282,830.5321637,TRUE
1233,LAGIF3moRmXtcgy6Vix-RQ,3.44E-05,227,0.084923307,0.517321463,0.669603524,0.006882882,193,800.1894273,TRUE
1234,OHBOS0xA7DeCMLBfJF6ArA,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1235,DIuYq0A_1SVYToTJdsyMPQ,7.21E-05,420,0.157126824,0.539455096,0.713274236,0.012636744,320,793.6071429,FALSE
1236,E3OTTnQNtQKs-_Z_fsY-2g,0.001030874,483,0.180695847,0.548195242,0.471216378,0.013480674,328,736.6708075,TRUE
1237,1Jmf09hDwaXoE06YK3P9GA,0.000480261,865,0.323606435,0.595588235,0.598640548,0.028708628,507,839.0265896,TRUE
1238,ujqK3nV7rt_AGRJZOcDAeg,0.000202796,803,0.300411523,0.586956522,0.668916128,0.028224903,507,882.8816936,TRUE
1239,MQo3FnweaE37sEDoG7hU5w,7.59E-05,439,0.164234942,0.541860937,0.688259952,0.013247128,329,795.7334852,TRUE
1240,EKLb_PG33FVjtJbbOksAeQ,0.000507525,614,0.229704452,0.563567362,0.473444532,0.017488217,378,747.9478827,TRUE
1241,KnN4WpIwEPjSAM1Rul50KA,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1242,K1wnx9iJ4RW02ymQAyVTOQ,0.000187054,785,0.293677516,0.584773573,0.66533862,0.027258727,507,875.3414013,TRUE
1243,HeOhdA_EItjAi_YnvuCdRA,8.78E-06,158,0.059109615,0.508948972,0.800129001,0.004715322,148,783.9240506,TRUE
1244,_IPUEiZFc8vzsXp-BSlpIA,0.000303662,655,0.245043023,0.568119022,0.728202255,0.023713228,507,909.540458,TRUE
1245,kXUkFlyFS7x2RiCBYR45ew,0.000102439,489,0.182940516,0.548983364,0.677109524,0.01605255,374,857.6114519,TRUE
1246,CvWIo2kSYcHXUQmVDb8q7A,1.05E-05,190,0.071081182,0.513347417,0.788916736,0.005639623,169,784.8105263,TRUE
1247,Ug7EyJcrvaS53zKsLZycLg,4.93E-05,422,0.157875047,0.539890931,0.77672209,0.013892385,338,857.7819905,TRUE
1248,7jqK8QfIj5PN2HFKgDKBfw,4.49E-05,242,0.090534979,0.519129928,0.684270087,0.007799987,212,850.8966942,TRUE
1249,QRKbfnwa4VtiaU2pUeFLRg,0.001233601,1239,0.46352413,0.64973262,0.450653962,0.036657665,507,746.6384181,TRUE
1250,RVaXFIM0Pl5j-NPeeWDdsQ,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1251,A_7Rdl3r9gE3JwfZKUCBWg,4.79E-05,251,0.093901983,0.519634526,0.65523506,0.007707667,213,806.2071713,TRUE
1252,JiK1wCmysWzYiMf6FpoHtw,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1253,qwiUo0-O8DiAO_yIiCSoPg,0.000481891,911,0.340815563,0.601485149,0.586169045,0.030477798,507,842.6992316,FALSE
1254,#NAME?,0.00023891,575,0.215114104,0.558037578,0.592498106,0.017571704,378,797.4834783,TRUE
1255,EKzKPolF0e53GIEymVvxAQ,6.26E-05,369,0.138047138,0.534386246,0.650391776,0.011914363,303,841.6341463,TRUE
1256,18GAPkBBiFaFbpZ6yzqTIQ,2.05E-05,200,0.074822297,0.514236245,0.729095477,0.006067437,177,802.425,TRUE
1257,GUffi7bnIY0kG8dHKDLPkg,7.94E-05,280,0.104751216,0.524014899,0.585560676,0.007963377,231,748.8535714,FALSE
1258,nU6NYPaRGdnW0eEKTbW-_A,5.16E-05,582,0.217732884,0.559439096,0.850885131,0.022522323,507,968.814433,TRUE
1259,r_nNUfaUorluV9CA0Cv15g,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1260,fwxjihKC-MwPfDEjq1OHZw,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1261,LfQecSESeiwFFTvrPgM85w,0,119,0.044519267,0.503959276,1,0.003394014,119,748.4621849,TRUE
1262,6UHWPb1ee_J8eL1UtV-aEQ,0.000438444,946,0.353909465,0.605985037,0.555864291,0.030796293,507,820.9513742,TRUE
1263,5Y3HNQJKxIYOPtDp-jZHSQ,0.000121366,388,0.145155256,0.536962636,0.582634061,0.011915691,303,810.9974227,TRUE
1264,QFAZzMe2FssJ7w8Tdkovsw,0.000119402,485,0.18144407,0.547858168,0.67637386,0.015492969,363,832.2268041,TRUE
1265,hOZiObWNHb_pd0-m8FZ74A,2.75E-05,214,0.080059858,0.516521739,0.714360932,0.006339681,182,783.4485981,TRUE
1266,eCuoZK0tK5MxYNpATdRajg,0.001306925,1152,0.430976431,0.636125654,0.459443479,0.034184619,507,751.9253472,TRUE
1267,TnMJmcHi9m7qFAB2jBnDZA,0.000229593,589,0.220351665,0.560259904,0.568633565,0.017522382,378,780.533107,TRUE
1268,x0ZA2JmIyq6MiWM4ILI3yw,1.05E-05,190,0.071081182,0.513347417,0.788916736,0.005639623,169,784.8105263,FALSE
1269,LokM55TeumlIKHlnpv9ZHg,0.000414454,736,0.275346053,0.578195977,0.534542295,0.022537187,411,790.6997283,TRUE
1270,2Py-jEUcmmoHjTHvly7iIw,0.000174162,521,0.194912084,0.552843847,0.612859885,0.015784814,360,798.6871401,TRUE
1271,aJxxX8_jS_MokUr8uAk6GA,7.19E-05,398,0.148896371,0.537070524,0.672518765,0.012732825,318,839.3869347,TRUE
1272,ehC0mPcX_XbXKmMXZjUMxg,0.0001041,353,0.132061354,0.5321521,0.58546871,0.010359139,276,780.8470255,TRUE
1273,sShATqHU9oWnheQzHM35-g,0.000137353,412,0.154133932,0.539346247,0.577492736,0.01303296,324,830.881068,TRUE
1274,KkILzOZ_Q8VOnqZCjweXNA,7.94E-05,290,0.108492331,0.525147348,0.601145448,0.008588016,235,783.4586207,FALSE
1275,VITFQQrzkyRnLelvMtULqQ,0.00024226,645,0.241301908,0.567034366,0.753266888,0.023709888,507,922.3906977,TRUE
1276,BwwND2AYfYkXkjYXMHb6yA,0.000644446,1072,0.401047512,0.624241009,0.520005017,0.033907315,507,796.8414179,TRUE
1277,#NAME?,0.000258562,584,0.218481107,0.559205021,0.537759346,0.017328534,377,781.015411,TRUE
1278,B1ZSw4L_KX_mXioyjEMfiw,8.77E-06,169,0.063224841,0.510894495,0.796069315,0.005310182,157,830.852071,FALSE
1279,FnQvNphp6uy5qBE7lD8f0g,5.16E-05,582,0.217732884,0.559439096,0.850885131,0.022522323,507,968.814433,TRUE
1280,9p_tVu1JDb8Z290RNd0AkA,0,8,0.002992892,0.430019305,1,0.00014774,8,454.625,FALSE
1281,TM7xmtW12jNzcvYdBEC53g,9.08E-06,16,0.005985784,0.476725522,0.583333333,0.000392867,13,658.8125,TRUE
1282,yZiV6fBKOuD7vX0NhpNDjQ,0.000406035,752,0.281331837,0.580708234,0.711073179,0.027276319,507,908.6569149,TRUE
1283,kICmn11oNJdGJNHFrlX40A,7.03E-05,315,0.117845118,0.528574254,0.965867961,0.01125009,308,933.3587302,TRUE
1284,jsENu6YLygHA5Z-Vc7Ku2A,0.000870701,313,0.117096895,0.528992678,0.760485787,0.010528121,281,878.8753994,TRUE
1285,0tvp5-2PyQlIsbCl4mxh2Q,6.22E-06,128,0.04788627,0.507306889,0.781865157,0.004401757,122,914.59375,TRUE
1286,8rDrtiE1TXqr8UgfH9svBw,2.69E-05,562,0.210250655,0.55733945,0.898072202,0.022547146,507,1003.775801,FALSE
1287,W14JnCeUsYPWYH8jlC7mXg,5.23E-05,192,0.071829405,0.515426147,0.670102531,0.006122165,170,849.875,TRUE
1288,172WuaexC5-K1_uzufxn3Q,0.000433059,881,0.329592218,0.597318436,0.522982664,0.026770423,415,786.4063564,TRUE
1289,LL3C4gU3i4rPZ0f1PbdvEg,9.66E-07,52,0.019453797,0.496471025,0.937405732,0.001859558,51,964.2692308,TRUE
1290,8Q-k2SYQysny836_vpMiKw,0.000170102,464,0.173587729,0.544954128,0.567327028,0.014013251,337,798.2974138,TRUE
1291,NXkcUzGTO6HX-XvHGjMgfg,7.73E-05,363,0.135802469,0.534065934,0.809065035,0.011532691,301,844.7988981,TRUE
1292,kODQ65KAB2XC_JWexHMVzA,0.000588395,979,0.366255144,0.61083181,0.556201708,0.031997663,507,821.5097038,TRUE
1293,zJa8zGBZDR7DhMYba1OPww,9.46E-05,535,0.200149645,0.553760099,0.68164794,0.017817506,390,864.1364486,TRUE
1294,M9PtrVXjXgKOobDJaXo3tg,0.001268072,1231,0.460531238,0.648314334,0.413547053,0.034553148,421,719.2753859,TRUE
1295,WgBpGcBfXdxGVnLPwuL8XA,3.96E-05,219,0.081930415,0.517621998,0.666792342,0.006891152,198,841.5753425,TRUE
1296,O5g8Mpz7CoyxtvSnty_mmA,0,7,0.00261878,0.432594271,1,0.000172735,7,658.5714286,TRUE
1297,CcORzaj1ss2hxp-78jtDSg,2.85E-06,23,0.008604564,0.487951807,0.691699605,0.000650892,21,767.6521739,TRUE
1298,h4yTTJrFfljEEZbd3JoCFg,0.000140143,449,0.167976057,0.543624161,0.726714127,0.014759234,356,861.5790646,TRUE
1299,SczkajqoJLycUK_yedMzGw,0.000291797,411,0.15375982,0.53891129,0.70800546,0.012569403,323,807.1922141,TRUE
1300,6VIOw-CtnSQmDjWTwij4-A,0.000323093,540,0.202020202,0.554564315,0.62431801,0.016808247,375,818.4333333,TRUE
1301,NVGQE0sxOQdTcq38qq0Awg,0.00024556,313,0.117096895,0.528052153,0.934443352,0.00990028,297,844.5974441,TRUE
1302,yMqqf7wYgrOzZWWOAn0n4g,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,TRUE
1303,72aMHZszkTpCV_c5VwPiZA,1.44E-05,323,0.12083801,0.529097387,0.901140319,0.010049767,297,826.4582043,TRUE
1304,jMxa7PbZLijlweTxDCc8Mw,0.000135141,444,0.166105499,0.542630938,0.711193134,0.014203579,338,843.6576577,TRUE
1305,b6BvPbLZNFifY1qlEhPCAw,0.001231474,1225,0.458286569,0.647372245,0.456702681,0.036618199,507,754.6146939,TRUE
1306,CuaZCAmWy1h7DuYfEG3lpQ,0.000172377,508,0.190048634,0.549547697,0.615338024,0.014780557,345,774.6791339,TRUE
1307,1dsO4GdGe7OKrXmd9nfneg,2.86E-06,302,0.112981669,0.526699507,0.97769026,0.009579805,297,845.294702,TRUE
1308,oPn0u6DcIeT7dZmpPCaU9A,1.52E-07,298,0.111485223,0.525457047,0.996971957,0.009506361,297,850.1677852,TRUE
1309,UzBPbO6VoDOdeUEpePEGQw,3.50E-05,306,0.114478114,0.526907156,0.963355834,0.009698299,297,845.0718954,TRUE
1310,dafjd6glKjjjUdZ-mphFrQ,0.000384819,777,0.290684624,0.583497053,0.543681752,0.023265034,411,779.9395109,TRUE
1311,Je9L74ptkxSu60yCmV6Jrg,0.000256187,569,0.212869435,0.557107128,0.562520112,0.016403261,364,763.6309315,TRUE
1312,W02omIznNSxLYzntkO63lA,9.71E-05,518,0.193789749,0.55124768,0.671306842,0.01558933,355,794.6447876,FALSE
1313,_9RMCiDFajX48k12XLnYgg,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,FALSE
1314,wK-25mYloluJ1cZ9HEy21w,0.001356614,1305,0.488215488,0.660326087,0.428139764,0.037936835,507,732.5693487,TRUE
1315,zMdK0g5GzFb7Rh2ilABuYw,6.94E-05,447,0.167227834,0.543624161,0.7108777,0.013787081,334,822.3982103,TRUE
1316,skNHzBMqkvE5eTYXoXikzw,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,TRUE
1317,NTggKFixR3SKESskkw3Rvw,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,FALSE
1318,oYAHNbyf91hhFUuFpfOSLQ,0.000342469,982,0.367377478,0.611250858,0.584992661,0.032757266,507,840.8828921,TRUE
1319,qh106u7fvDwe_jqCsYB74A,7.86E-05,492,0.184062851,0.548307692,0.698400477,0.014798515,345,794.8089431,TRUE
1320,yyzA2Ws8EJGevHpcx5VVnw,0.000424042,917,0.343060232,0.602434077,0.604867781,0.03088855,507,849.0141767,TRUE
1321,Oz5wP5rjUh00RMrvsKcg_A,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,TRUE
1322,YO_zbgknfQMHmmVn5uygaQ,4.06E-05,361,0.135054246,0.534279432,0.811942136,0.011339229,298,835.265928,TRUE
1323,rQgbrYNBkKH7geFCkwXaew,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,FALSE
1324,48U9JOET9Y1hVcITqjBFhQ,1.07E-05,308,0.115226337,0.528783383,0.959621811,0.009809625,297,849.4707792,TRUE
1325,JxubR9wJfrCUCY-fuW1-Zg,2.69E-05,353,0.132061354,0.532364071,0.825682462,0.011018439,298,826.7535411,FALSE
1326,pk3UuiL9s90y0lh1BzpxMA,0.000139986,430,0.160867939,0.541970803,0.715086464,0.013578063,332,835.744186,TRUE
1327,J_eb0aNNC_WTaS9q5qE20w,0.000436316,841,0.314627759,0.591240876,0.512680482,0.024612366,411,764.7372176,TRUE
1328,IUa2l15oFsROPt7amiod2Q,1.95E-05,322,0.120463898,0.527947857,0.905864825,0.010062123,297,831.9596273,FALSE
1329,l_mkUT8tJBlP1qAHzq0yJQ,2.06E-05,331,0.123830902,0.529202138,0.87668223,0.010261746,297,825.1903323,TRUE
1330,xmXFn-MPVR4O23uzGhJ1DA,3.92E-05,378,0.141414141,0.535135135,0.787629995,0.011703395,303,820.8015873,TRUE
1331,cIqO_kKJUABxTtwqWjTmzg,0.000187332,642,0.240179574,0.566673733,0.62958967,0.020242288,398,821.2492212,TRUE
1332,wukTen4VVfJ_-kSA0nQviA,0.000128424,299,0.111859334,0.525560362,0.990774618,0.009510463,297,847.8963211,TRUE
1333,Mpn6AsGRp_3q00Mzjt-pVA,6.13E-05,482,0.180321736,0.546625767,0.716824389,0.015277182,353,839.8858921,TRUE
1334,ORI4Yt7lQf18z3x1Rih-Tg,8.88E-05,412,0.154133932,0.538694075,0.731497886,0.012901939,320,833.2645631,FALSE
1335,Fjsn95e9LQqukihpZ9sYbA,0.000198123,787,0.294425739,0.585157618,0.668050477,0.027482074,507,880.8106734,FALSE
1336,lbmc6CVmw2bIYxo8azhyPg,6.11E-06,310,0.11597456,0.526907156,0.950391481,0.009818595,297,841.4677419,TRUE
1337,X5eQgeHUCqxlhVXAw6VlGw,0.000403172,725,0.271230827,0.577321814,0.540586778,0.021902828,409,788.2413793,TRUE
1338,lSIyCvaWZl-Ex9y3r2nDPg,0.000196311,796,0.297792742,0.58605569,0.662213584,0.027755602,507,879.5414573,TRUE
1339,XwoB4wyXhsVVm9YxU6V7Bg,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,TRUE
1340,_Hwdp9pNtJ14MsBujtIa5A,0.000209781,746,0.279087168,0.579826464,0.594789211,0.02362453,411,823.1715818,TRUE
1341,wBJPRDsFjbGV_jutOOwvMQ,0.000241431,638,0.238683128,0.566313559,0.563101923,0.019324664,392,796.6896552,TRUE
1342,jCq0tv_OIWOMtVp2-nKXHw,0.000315394,664,0.248410026,0.568481497,0.551077614,0.019648616,392,781.6822289,TRUE
1343,4jvFXuAI5qyVX9NqwzstOg,0.000309648,745,0.278713056,0.579700716,0.557880494,0.022599968,410,790.5973154,TRUE
1344,UQrB2DkbyzPPwzbeRIWWYw,0.000402154,698,0.261129817,0.573359073,0.509654557,0.020211177,398,763.9240688,FALSE
1345,GVih-VIOvLTvG9mPDNN__Q,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,TRUE
1346,8MxY8ckIhcRgK_zkAq1lYA,9.72E-05,367,0.137298915,0.533852606,0.775643603,0.011166791,298,808.9482289,TRUE
1347,NXsVHhf1WBhjNPCVlT4dEw,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,TRUE
1348,3bdePZRBF5zv1LMjmqp7Cg,0.000258508,685,0.256266367,0.572254335,0.563618901,0.020509703,402,781.0029197,TRUE
1349,U569xa6_Z6GlQaET_Z2rXQ,5.85E-05,342,0.127946128,0.530357143,0.829363242,0.010303628,297,802.2777778,TRUE
1350,hIFwQ-8D83TtnLfK0eH5Qw,0.000161789,585,0.218855219,0.560142498,0.642108652,0.01874877,392,838.5333333,TRUE
1351,cdkF32l0DBTdWxq0S_qkKg,0.000402786,963,0.36026936,0.608883827,0.579931477,0.031862751,507,834.0508827,TRUE
1352,bWpd9zCn33ivzofqPbT98Q,0.000117852,349,0.130564908,0.531094774,0.805618681,0.010424305,297,795.0544413,FALSE
1353,ah1x64Je5iIRp7xKqO_aVA,6.36E-05,377,0.14104003,0.534065934,0.766338394,0.011460089,300,809.3395225,FALSE
1354,9O8V7j5otIRfNQ1SZy7vyg,1.54E-06,303,0.11335578,0.525974026,0.979433043,0.009677314,297,851.1155116,TRUE
1355,m7LqWH65SKctxnQIypcIxw,0.000134297,454,0.169846614,0.543071922,0.659305073,0.013257206,324,777.3568282,TRUE
1356,cCXs7tsGzs0zy_DsnrC43Q,0.000163347,516,0.193041526,0.551930622,0.662873485,0.015351244,350,786.2209302,TRUE
1357,JsATmMz_EBHlALIYzs9qLg,0.000303143,516,0.193041526,0.550679852,0.584526229,0.014815367,345,762.4360465,TRUE
1358,2LYLnSVja3u921WP_2Jo6w,1.41E-05,310,0.11597456,0.527322943,0.953460695,0.009885724,297,850.5064516,TRUE
1359,v0c8F5Shjfz_ID_tnWJpJA,8.56E-05,502,0.187803966,0.549547697,0.686539272,0.015109224,347,795.4422311,TRUE
1360,QAIU0HXZlP8axPkeGCpTSQ,8.82E-05,406,0.151889263,0.539019964,0.744985708,0.012581025,320,821.7068966,TRUE
1361,GkhAze91Q6ImrZDTGT40Rg,6.89E-05,547,0.204638982,0.555255505,0.718712123,0.017914035,384,857.3711152,TRUE
1362,GInXHJNhNeH0k39p7l6nYA,9.37E-05,562,0.210250655,0.557107128,0.700515729,0.018323956,388,852.9946619,TRUE
1363,lJbcTmZxxbLum7HRRydsfA,0.000853332,1095,0.409652076,0.627759512,0.504433481,0.034141716,507,788.1990868,TRUE
1364,h5Sit1xoyAlbUGLZIMF2_w,0.000386404,822,0.307519641,0.589415656,0.527500437,0.02446263,411,774.3649635,TRUE
1365,hFm60FnwvZJQXEVeEtUuaw,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,FALSE
1366,gtvekVSN4BAEY-EoAoon5w,0.0006814,1047,0.391694725,0.620617599,0.512974336,0.032736316,507,794.0811843,TRUE
1367,Fe909fdc0sP8X19FPMJliw,9.07E-05,495,0.185185185,0.54864532,0.690778228,0.014808956,345,790.589899,TRUE
1368,JCkd5GzHR1mGK65Ov1BNfg,7.69E-07,299,0.111859334,0.525560362,0.991784696,0.009523954,297,848.826087,TRUE
1369,Bi0O3r9ogXlZbEFXmnY59g,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,TRUE
1370,JTIbnUsifk_-08r6EfqWgA,3.76E-05,369,0.138047138,0.534172662,0.813332155,0.0118354,305,850.4878049,TRUE
1371,Oqq7UAWbFUe9krVkx1TEOg,0.000169289,590,0.220725776,0.560730019,0.674478432,0.0191749,392,850.1830508,FALSE
1372,DidPx4BwuFP1LwVFwibYqg,0.000254297,501,0.187429854,0.549434738,0.607137725,0.014591936,345,772.750499,TRUE
1373,sMXA7m8JNxdMlJyu8r_uww,4.79E-05,374,0.139917695,0.533852606,0.782153661,0.011563486,303,820.9411765,TRUE
1374,UtNk5sxV2AOlL4BrxO_VJA,9.53E-05,440,0.164609053,0.541641337,0.681331539,0.013056562,325,789.8659091,TRUE
1375,lgzmpDKKyZyoKQ6210vsIg,0.000314293,600,0.224466891,0.561554622,0.596104619,0.018316158,384,805.6416667,TRUE
1376,oUwpku1TJrlRAe43D4aAOA,0.000354502,683,0.255518144,0.571642429,0.520933608,0.019950559,395,771.9487555,TRUE
1377,iSBjkEtNobyK8iUGMXDNmA,0,297,0.111111111,0.525353774,1,0.009461998,297,849.2255892,TRUE
1378,QSKwZM0K_0CaFs65tkksjg,0.000198697,632,0.236438459,0.565235779,0.58431463,0.018998978,392,794.7088608,TRUE
1379,eR8_nPEZHNF65QB4k7AzDA,0.000355904,810,0.303030303,0.587989441,0.644685559,0.027897494,507,869.262963,TRUE
1380,u-JyVztsrx2f9sZKm5FvWQ,0.000245506,808,0.30228208,0.587601671,0.576646791,0.025262039,411,809.7722772,TRUE
1381,j68EhQdQZUg4GiS-3dIIBw,0.000236075,616,0.230452675,0.5625,0.591632351,0.018704034,392,798.7727273,TRUE
1382,CndeHUk7gfnFq2UWq0dbIA,0.000514303,632,0.236438459,0.564996829,0.644406106,0.020089786,397,828.5981013,TRUE
1383,3TB9OQ2K9gIuJD5oe0H1mQ,0.000219468,586,0.21922933,0.559439096,0.592713165,0.017032759,369,768.3430034,TRUE
1384,WpY5Vz41ArwvxTdr1CINHA,0.000171661,663,0.248035915,0.568965517,0.618948021,0.020854124,402,819.7737557,TRUE
1385,jWTVdi-1Ia1DwI-Rx5ti_Q,2.03E-05,323,0.12083801,0.528469751,0.902870988,0.010169839,297,838.74613,TRUE
