,attributes.Ages Allowed,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.touristy,attributes.Attire,attributes.By Appointment Only,attributes.Delivery,attributes.Dietary Restrictions.vegan,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Good For Dancing,attributes.Good For.breakfast,attributes.Good For.dessert,attributes.Good For.latenight,attributes.Good for Kids,attributes.Hair Types Specialized In.kids,attributes.Hair Types Specialized In.perms,attributes.Has TV,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.Outdoor Seating,attributes.Parking.garage,attributes.Parking.street,attributes.Parking.valet,attributes.Waiter Service,attributes.Wi-Fi,stars,lat_zscore,business_id
1732,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,4.0,0.6087471380571542,DQdJjjqNH_yr8-bBi0v9lg
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.5868952751925521,SARqoIGv80pN_MW4cMOjbA
1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,4.5,0.6792438523981033,qBEtVZ5paJYxjpt-0Su8Hw
1735,0,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,3.5,0.7204052808420922,poIYA9pJYGOxsCIyZwmPVw
1736,0,1,1,1,1,0,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,2,1,1,1,1,3,4.5,0.6462863206565511,wNisE2bH-ab86Qp7sEFukA
1737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1,2,2,1,1,1,2,0,3.5,0.610061401682964,DKuFuQsYljAejfmiEG9rDw
1738,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6805246647438228,0_CG2HJGjGAgyxVKlBgLGg
1739,0,0,0,1,1,0,1,2,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,2,1,1,1,4.0,0.6275066159198138,pmiXH6Mrh9NNuHe2PznNVg
1740,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,2,1,2,2,4.0,0.6484928325057102,3WNy4woyh9Ih2wr9UcCo0w
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6733564271059314,JCkd5GzHR1mGK65Ov1BNfg
1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.6783637120513608,UTzMShXwrvzyRfNvSYBb3A
1743,0,1,1,1,1,0,1,0,2,0,1,1,1,1,1,0,0,1,2,1,1,1,1,1,2,1,1,1,4.0,0.6475699503434625,D2o7d1lDPaz66_CqCkAZfw
1744,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,4.0,0.6056138681573473,rk8XdNAzw9wT-YQwkSrWvg
1745,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,2,0,3.0,0.5978331004133292,-3yID57d0cMpYZZr13CTHw
1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.681873598763036,x8lqmWgqUA2ZWMlFM4ZE8w
1747,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.0,0.6663472688888228,j68EhQdQZUg4GiS-3dIIBw
1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.6447585560941085,TWbAoLEzU63VIrV1SLgseA
1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.5,0.5957241830453931,uMBCcLwMNLknpzTvTe9Bfw
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6696982181618135,oD8lhBJotqCU1lSj4B3I9Q
1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3.5,0.6848910558710513,NaKzzDKN79r9D-fMxfUZmA
1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6830818292646923,Q3aSya19tpXN0vKwlYnaPg
1753,0,0,1,1,1,0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,3.0,0.644232999316121,kQ4xLggqd2ocI7Q2mrTWsA
1754,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4.5,0.6575638146353239,yvUkauH8AEjAy9byjhCzPw
1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6678005411674035,QCJc7tlFCl9b15X17k-zxQ
1756,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3.5,0.6680577443430401,vbCg4iWyqh9dGozu4OND5g
1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6695727156492324,smyeENLUbQzz8mTwIJmKrQ
1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.661732478962861,nmiZKlvldDiPatQwc_P3Mw
1759,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,1,2,1,2,0,4.0,0.6246621495049348,3LobJ-9Pxbc_oSikjCs2tA
1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.5873204781303218,b-Sc_mRnCmaEZSqGknQ6KA
1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.6699421664535888,TfUknERQV59BIOSQx57Zvg
1762,0,0,1,1,1,0,2,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,0,4.0,0.637882459635467,t7fOnFBXhAuG74hwQ5G17Q
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.6373836638815306,Il8D1bd2FgbeO0Pr3cAcww
1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.6184472659153873,kyo-oIRaF7T576MzK1Y7Bg
1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.6203703428384366,7BzUuUw8iX6INnEWo6YpDQ
1766,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,0,0,0,2,2,4.5,0.628730189408597,1Up3ZUh37Z8OIan0xQFxLQ
1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6308443103089434,xRITncG62u15lVXaSvQoFw
1768,0,0,0,1,1,0,1,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,2,1,2,1,2,1,3.5,0.7885276976599064,Qnip6i9Zyd76QZ3X8elWjQ
1769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7073949629805686,0HjNgRpD6-knnoiuzf3VZA
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,3.5,0.6607861794177791,0NL0n6HX6cYD_vbEnsEjmw
1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,1,1,1,3.5,0.6205759827242501,nssZNwXxyxA8r88zlUa_2w
1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.5344629954506189,E70V52ZTY_EmiIOpk9BkNA
1773,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,2,1,1,1,1,0,0,4.0,0.5550674972495389,_pSMw2yZVUI_VGdUYT2Siw
1774,0,0,0,0,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4.5,0.5686888584936661,GYm7Fb7T4WR4Ry6Udvt6-A
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.7237035770568804,F28hU1PcFmsEYyvG_eFEMw
1776,0,0,0,0,1,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,0,3.5,0.6254764949005606,LXw-v3CNhpK8f4pBIojSAA
1777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,2,4.5,0.6282484909755733,-_tfsntrBdzNWxG3Kjjlww
1778,0,0,0,0,1,0,1,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,1,0,3.5,0.6298377984597731,SwIE90OE0A4ztIu1sFOz3A
1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0,0.6388280158187609,1oCh_9JcDZ5ANigmTgwsYw
1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3.0,0.6436769647051954,L1xI-zId4h2mL26C6D0ZeA
1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,4.0,0.6374148850762567,OJOASkYaH5YsF-GLKcZ_aQ
1782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6582044839582752,gttVz7wDqCJljRTRdFDm2g
1783,0,1,1,1,1,0,2,2,1,0,0,1,1,1,2,0,0,2,0,0,0,0,1,1,2,1,1,1,4.5,0.6385611489399861,UkUmQHgXa0jnOlXh5E0DLA
1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.6026865094704388,DKaFf0-y37kEzEyNyyWoVQ
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6813200618476842,WeZcX0rgrq4AuCC4QK_Eyg
1786,0,1,1,1,2,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,2,2,4.0,0.707350361273817,H5TA7Um9Zs_vIQxBF0pQjg
1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.6673738515060579,v4baXLgZ3onACmrX-U0VOg
1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.595884005827964,dGMoe8W5ceZGkqPakfzJaA
1789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6354018613779161,OVGeh0oDlwKe5ZlkbwiRFg
1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.7810702922898644,cb94P8v40VOq85TwJw1CzA
1791,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,2,3,4.0,0.7261832015104991,DWxCjNlQWBPTuseV9vL4bQ
1792,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,2,2,3.0,0.6699265558561994,yg9pahHMCOLLp_Zd0WnZ6w
1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.71772620498947,aLMDhE4DkeBDLqYNV9INYA
1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0,0.9059379738931325,o9tOKZ9w-KKsNBQtq6P_Mw
1795,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4.0,0.6689823213701791,SlMmAU1t0TPcwG2p8RaM5Q
1796,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,1,1,1,2,1,1,1,0,0,3.5,0.7456805410187225,y8iabIrlbl_zTbHkSScLLw
1797,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,1,1,1,2,0,4.0,0.6278782968094816,0kw9PdEVcPsgQlhTzDW-tA
1798,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.7282611281258531,nQgcnD4NoNe9IJqAucGnUA
1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7138057149653639,3c_t1lOvdg-EOgVlat8jqw
1800,0,1,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,2,0,4.0,0.748569771936636,zlu8Ql5ByJ7ztgz1_qaoPQ
1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7011670779935081,dJnlw89b2QszEho3QIvS_w
1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7061171240819483,yzBoMPmk52moRdvPJsuzCw
1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,0.7044713211025474,Q9bsMOUxlOlWDVLliKSiSQ
1804,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,3.0,0.6470986589753651,bQiBS4bNJmLUxV1bKvIMbw
1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.7199837947132097,Ztm6OYjd_EEZv7M1c29EuQ
1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7533570217953534,xfzviHG5XNMfU36fTspLag
1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.5314174422407922,Rw6wB8tAG3kK6UH6tahTAQ
1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7640725818441599,h6VpTHAefl61YR7li4lp_g
1809,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,0,0,3.5,0.8950533986500502,6YTGYXaGX9i7PpwnmdOt-A
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6497019119265095,rlikJLDik0Z95uaKZrNSuA
1811,0,1,1,1,1,0,1,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,1,1,1,1,1,2,4.0,0.7172318694062088,4kyggAmvnuCV68CmjYm5aw
1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0,0.7731676132139877,X8xSb1YuSA9132pKXec75w
1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.5883961226249836,wukTen4VVfJ_-kSA0nQviA
1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.5480208661651247,8n8lT1YP2JaO5ea-T11TFQ
1815,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,2,1,4.0,0.7555692664506062,vM1ShAvOFLrF8K2WbAn_QA
1816,0,1,1,1,1,0,1,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,2,1,1,1,2,0,4.0,0.7902203398650149,TgT0tfpBu3bRvk32t2H2sQ
1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7114158068448924,hPr5ixQA-87OxrycpokTSw
1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,4.5,0.7091180755850234,N3lUFDNLJQYd1dRpbrTvVA
1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.710691424578545,K2irDdBk6o-JRSewkMoEqg
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7042406663495018,t7s7Sd4N79ZnGkAZP6CXzA
1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7020806696202878,TWup5-5kTiFzwGorqfGShw
1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6384176801165399,DD0uXh3xnUyPmX2h932ErA
1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7001575926972385,7ZPp8PJlQtTCeSF4N0tGNQ
1824,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,3.5,0.7653184561862661,b_YLXCHmz45Kv1Fk8q3ADQ
1825,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,3.5,0.7206595499687676,OBjWkOmqmZpSB_OfPcPXgw
1826,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,0,0,0,2,2,3.5,0.7100918795159443,r9JJgiHpNLYQ9-p28nhZcw
1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0,0.6902017483868921,MOLQcgCRwje-G1TjyuTk2Q
1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2.5,0.7217336683417155,_tinzCY1lTeK2nu8B8t9yQ
1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.7238485326038497,N6UCIhIGbmDYjX53h0nRsQ
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,4.0,0.7424965061996303,O9_Ig-pNMR4v8KTKPzUzlQ
1831,0,0,0,0,0,0,2,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,2,1,2,1,1,2,3.5,0.6582044839582752,NPp4YxjARblWIf1SZoWdJg
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7200150159079358,KJa94NUIqB-jGXnKvRP6DA
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,4.0,0.6624676637625813,JSLTL74N927e74yHGz-2JQ
1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,1,0,0,3.5,0.7368016116083314,Zou7W24BGZQULHEq1vhUUw
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3.5,0.6841426065237527,sdDacgGI04Whr1oOqOBqsg
1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6860074930867621,l8PwMaoY6Dzw32n2zMIHcA
1837,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,2,3.5,0.6989652404031815,ojUzLZogbt7rNnmSEm1Bdg
1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.6595232077547601,PG6tlo9y_-mtSzZgXMM6Dg
1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.0,0.6374929380630985,0k7glgZf-HQbn03P95QftQ
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.6646412536053335,Sn0yX34LKMo7REt8HhMpDA
1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6172140287235187,WFGERxQO2JSOhlcO-WKdWw
1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6721856954892848,KrBBWTg36crXHidwmMT4IQ
1843,0,0,1,1,1,0,1,0,0,0,1,1,1,1,2,0,0,2,1,1,1,1,2,1,1,1,0,1,2.5,0.7122528322084064,_31B--Q8eNp8ZLQ8bJabOw
1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.5,0.7447786268621097,68Ih9ZPaANmAeVdXvHav1Q
1845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.7130274151824152,CtJ_D7oB5j2kNyCtrxSZwA
1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.7014896970057489,8DL_C5yvyV2DLD71VnGNEA
1847,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2,2,0,1,1,1,1,2,1,2,1,4.0,0.6900055008771847,9cScBLBWFSiWzZtGlx-3aQ
1848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.7132726346228062,EC5-kzeSpr3qJ0MsgWkE7g
1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7162186673009993,enq8zXgocQTuy39HWiFSJg
1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.657222503047792,F83zDkTexWdi9vU_guUutg
1851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.6346324819363176,T1b4sjLLxwln8YJoBbwyng
1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7138057149653639,z5DTHJ9UH2q12uRTaA45Sg
1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.38444516740507223,2C2CrsgvRd9sMmK_rCINrw
1854,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.7218927477624983,siuuUWGzXwpsJAswhQuwvw
1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6977327465731009,FTWdBo0ubeZlzsEBovRoJA
1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6956349038089978,RWNswNz1ZeU_T1whHYRtUQ
1857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.7697407154114078,9JuTbs5s3WWm-_TUzAXguQ
1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7298348250126633,sbWQCGRx1ujT82YfN3HDsw
1859,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,2,3.5,0.5562918141001101,AcyOysFrtlgZsGf_VbHlag
1860,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0,0.5556458327138931,rh-nCJHSapz0PW58yA0jzQ
1861,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,1,4.0,0.5662417115161525,0-9h0LgHXgV-jz5EXWmnmA
1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.5668780291992311,lr1GDhMMISqF8NfEmgQ72A
1863,0,0,0,0,2,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,2,0,4.5,0.7116038773750374,B430si3BBCcULnKBS6Bh8Q
1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.7368142487585688,NNyF3mgn9MLYTWPcznHQdA
1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7336728018791996,o-P13Jzk_1ZMZuPfcdG6mA
1866,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,4.5,0.5238358954535806,77091of0hG4JaDZL1FYnYw
1867,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,2,1,2,1,4.0,0.6931967529957689,hEdi-rsBWyfbfLgb7RYDBA
1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6359244447087514,4pTL74SgCLAzbrsy8sTAhg
1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7619450804317353,5hB2m3zzl_WlGr9bJVCY2g
1870,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.709432517617702,cKQ3DUe4APR9UN1t1q8Pyw
1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.652818827867139,ZlVP0X46tbHmXB_QW3JUsA
1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0,0.544730308346492,vNGcpiMzzA_vVHrwnN9Plg
1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7022122446552317,B4nCcD2ycRekS3KLXqhVIw
1874,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,2,1,0,1,4.5,0.7456189490351104,GFsy9RWmPt1qXseS67Y2UA
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.0,0.7738314352829054,6c-rDuWtzX8aCwneDTw9eQ
